,Name,Position,Season,Team,Games Played,Goals,Assists,Points,Plus / Minus,Penalty Minutes,Power Play Goals,Power Play Points,Shorthanded Goals,Shorthanded Points,Game Winning Goals,Overtime Goals,Shots,Shooting Percentage,Face-Off Win Percentage
0,Thomas Novak,C,2021-2022,NSH,27,1,6,7,-4,2,1,4,0,0,0,0,25,4,43.97
1,Thomas Novak,C,2022-2023,NSH,3,1,2,3,0,0,1,2,0,0,0,0,6,16.7,20
