,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Kevin Lankinen,G,2020-2021,CHI,37,37,17,14,0,5,"1,204",109,3.01,"1,095",.909,2,"2,174:49"
1,Kevin Lankinen,G,2021-2022,CHI,32,29,8,15,0,6,973,106,3.50,867,.891,0,"1,815:35"
2,Kevin Lankinen,G,2022-2023,NSH,8,7,3,4,0,0,265,20,2.64,245,.925,0,454:55
