,Name,Position,Season,Team,Games Played,Goals,Assists,Points,Plus / Minus,Penalty Minutes,Power Play Goals,Power Play Points,Shorthanded Goals,Shorthanded Points,Game Winning Goals,Overtime Goals,Shots,Shooting Percentage,Face-Off Win Percentage
0,Cale Fleury,D,2019-2020,MTL,41,1,0,1,-4,6,0,0,0,0,0,0,45,2.2,0
1,Cale Fleury,D,2021-2022,SEA,9,0,0,0,-3,0,0,0,0,0,0,0,4,0,0
2,Cale Fleury,D,2022-2023,SEA,6,0,0,0,-1,0,0,0,0,0,0,0,5,0,0
