,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Collin Delia,G,2017-2018,CHI,2,2,1,1,0,0,63,7,3.96,56,.889,0,105:59
1,Collin Delia,G,2018-2019,CHI,16,14,6,4,0,3,545,50,3.61,495,.908,0,831:03
2,Collin Delia,G,2020-2021,CHI,6,5,1,3,0,1,205,20,3.59,185,.902,0,334:29
3,Collin Delia,G,2021-2022,CHI,8,6,1,4,0,1,218,22,3.85,196,.899,0,343:06
4,Collin Delia,G,2022-2023,VAN,2,1,2,0,0,0,50,4,2.33,46,.920,0,103:06
