,Name,Position,Season,Team,Games Played,Goals,Assists,Points,Plus / Minus,Penalty Minutes,Power Play Goals,Power Play Points,Shorthanded Goals,Shorthanded Points,Game Winning Goals,Overtime Goals,Shots,Shooting Percentage,Face-Off Win Percentage
0,Philipp Kurashev,C,2020-2021,CHI,54,8,8,16,-9,12,2,5,0,0,1,0,65,12.3,41.13
1,Philipp Kurashev,C,2021-2022,CHI,67,6,15,21,-16,12,2,5,0,0,1,1,86,7,42.15
2,Philipp Kurashev,C,2022-2023,CHI,32,4,10,14,-20,8,0,4,0,0,1,0,57,7,35.14
