,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Ilya Sorokin,G,2020-2021,NYI,22,21,13,6,0,3,563,46,2.17,517,.918,3,"1,271:47"
1,Ilya Sorokin,G,2021-2022,NYI,52,52,26,18,0,8,"1,643",123,2.40,"1,520",.925,7,"3,072:17"
2,Ilya Sorokin,G,2022-2023,NYI,25,23,11,11,0,1,733,55,2.37,678,.925,3,"1,390:00"
