,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Pyotr Kochetkov,G,2021-2022,CAR,3,2,3,0,0,0,61,6,2.42,55,.902,0,148:36
1,Pyotr Kochetkov,G,2022-2023,CAR,15,14,10,1,0,4,389,28,1.94,361,.928,3,864:33
