,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Anton Forsberg,G,2014-2015,CBJ,5,5,0,4,--,0,149,20,4.69,129,.866,0,255:43
1,Anton Forsberg,G,2015-2016,CBJ,4,3,1,3,--,0,97,9,3.03,88,.907,0,178:09
2,Anton Forsberg,G,2016-2017,CBJ,1,1,0,1,--,0,27,4,4.10,23,.852,0,58:35
3,Anton Forsberg,G,2017-2018,CHI,35,30,10,16,0,4,921,85,2.97,836,.908,0,"1,714:47"
4,Anton Forsberg,G,2019-2020,CAR,3,3,1,1,0,0,78,8,3.35,70,.897,0,143:09
5,Anton Forsberg,G,2020-2021,OTT,8,8,3,4,0,1,264,24,3.21,240,.909,0,448:33
6,Anton Forsberg,G,2021-2022,OTT,46,44,22,17,0,4,"1,457",121,2.82,"1,336",.917,1,"2,571:27"
7,Anton Forsberg,G,2022-2023,OTT,17,15,5,8,0,2,512,48,3.23,464,.906,0,890:27
