,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Logan Thompson,G,2020-2021,VGK,1,0,0,0,0,0,2,0,0,2,1.000,0,08:15
1,Logan Thompson,G,2021-2022,VGK,19,17,10,5,0,3,569,49,2.68,520,.914,1,"1,097:44"
2,Logan Thompson,G,2022-2023,VGK,24,24,16,8,0,0,748,64,2.66,684,.914,2,"1,443:44"
