,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Stuart Skinner,G,2020-2021,EDM,1,1,1,0,0,0,38,5,5.03,33,.868,0,59:41
1,Stuart Skinner,G,2021-2022,EDM,13,12,6,6,0,0,367,32,2.62,335,.913,1,734:09
2,Stuart Skinner,G,2022-2023,EDM,21,20,10,9,0,1,676,60,2.90,616,.911,0,"1,240:24"
