,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Joonas Korpisalo,G,2015-2016,CBJ,31,30,16,11,--,4,969,78,2.60,891,.920,0,"1,803:03"
1,Joonas Korpisalo,G,2016-2017,CBJ,14,13,7,5,--,1,401,38,2.88,363,.905,1,790:31
2,Joonas Korpisalo,G,2017-2018,CBJ,18,17,8,8,0,1,564,58,3.32,506,.897,0,"1,048:49"
3,Joonas Korpisalo,G,2018-2019,CBJ,27,21,10,7,0,3,651,67,2.95,584,.897,0,"1,360:34"
4,Joonas Korpisalo,G,2019-2020,CBJ,37,35,19,12,0,5,"1,030",92,2.60,938,.911,2,"2,125:54"
5,Joonas Korpisalo,G,2020-2021,CBJ,33,31,9,13,0,7,904,96,3.30,808,.894,0,"1,747:26"
6,Joonas Korpisalo,G,2021-2022,CBJ,22,17,7,11,0,0,634,78,4.15,556,.877,0,"1,128:29"
7,Joonas Korpisalo,G,2022-2023,CBJ,13,11,4,5,0,1,388,37,3.43,351,.905,0,648:01
