,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Daniil Tarasov,G,2021-2022,CBJ,4,3,0,2,0,0,111,7,2.40,104,.937,0,174:51
1,Daniil Tarasov,G,2022-2023,CBJ,12,11,2,8,0,1,375,35,3.40,340,.907,0,617:50
