,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Felix Sandstrom,G,2021-2022,PHI,5,5,0,4,0,1,177,16,3.23,161,.910,0,297:15
1,Felix Sandstrom,G,2022-2023,PHI,9,8,1,6,0,1,251,28,3.37,223,.888,0,498:03
