,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Eric Comrie,G,2016-2017,WPG,1,1,1,0,--,0,39,4,4.05,35,.897,0,59:18
1,Eric Comrie,G,2017-2018,WPG,3,3,1,2,0,0,94,12,3.99,82,.872,0,180:18
2,Eric Comrie,G,2018-2019,WPG,1,1,0,1,0,0,28,5,5.01,23,.821,0,59:53
3,Eric Comrie,G,2019-2020,DET,3,2,0,2,0,0,66,9,4.28,57,.864,0,126:15
4,Eric Comrie,G,2020-2021,NJD,1,1,1,0,0,0,33,3,3.00,30,.909,0,60:00
5,Eric Comrie,G,2021-2022,WPG,19,16,10,5,0,1,550,44,2.58,506,.920,1,"1,024:49"
6,Eric Comrie,G,2022-2023,BUF,11,11,4,7,0,0,336,38,3.62,298,.887,0,629:14
