,Name,Position,Season,Team,Games Played,Goals,Assists,Points,Plus / Minus,Penalty Minutes,Power Play Goals,Power Play Points,Shorthanded Goals,Shorthanded Points,Game Winning Goals,Overtime Goals,Shots,Shooting Percentage,Face-Off Win Percentage
0,Jack Quinn,RW,2021-2022,BUF,2,1,1,2,0,0,1,1,0,0,0,0,6,16.7,0
1,Jack Quinn,RW,2022-2023,BUF,27,6,11,17,4,0,1,6,0,0,1,0,40,15,35.29
