,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Vitek Vanecek,G,2020-2021,WSH,37,36,21,10,0,4,"1,031",95,2.69,936,.908,2,"2,115:29"
1,Vitek Vanecek,G,2021-2022,WSH,42,39,20,12,0,6,"1,117",103,2.67,"1,014",.908,4,"2,317:23"
2,Vitek Vanecek,G,2022-2023,NJD,22,19,12,4,0,2,507,46,2.41,461,.909,2,"1,145:15"
