,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Ville Husso,G,2020-2021,STL,17,15,9,6,0,1,460,49,3.21,411,.893,1,917:19
1,Ville Husso,G,2021-2022,STL,40,38,25,7,0,6,"1,236",100,2.56,"1,136",.919,2,"2,341:14"
2,Ville Husso,G,2022-2023,DET,23,23,12,6,0,5,703,62,2.72,641,.912,3,"1,367:36"
