,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Alex Nedeljkovic,G,2016-2017,CAR,1,0,0,0,--,0,17,0,0,17,1.000,0,29:57
1,Alex Nedeljkovic,G,2018-2019,CAR,1,1,1,0,0,0,26,2,2.00,24,.923,0,60:00
2,Alex Nedeljkovic,G,2019-2020,CAR,4,3,1,2,0,1,97,11,3.05,86,.887,0,216:19
3,Alex Nedeljkovic,G,2020-2021,CAR,23,23,15,5,0,3,648,44,1.90,604,.932,3,"1,392:02"
4,Alex Nedeljkovic,G,2021-2022,DET,59,52,20,24,0,9,"1,796",178,3.31,"1,618",.901,4,"3,230:48"
5,Alex Nedeljkovic,G,2022-2023,DET,9,8,2,4,0,2,292,35,4.09,257,.880,0,513:37
