,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Scott Wedgewood,G,2015-2016,NJD,4,4,2,1,--,1,116,5,1.25,111,.957,1,240:45
1,Scott Wedgewood,G,2017-2018,ARI,20,17,5,9,0,4,587,63,3.45,524,.893,1,"1,096:30"
2,Scott Wedgewood,G,2020-2021,NJD,16,15,3,8,0,3,458,46,3.11,412,.900,2,888:02
3,Scott Wedgewood,G,2021-2022,NJD,3,2,0,2,0,1,75,9,3.19,66,.880,0,169:26
4,Scott Wedgewood,G,2021-2022,ARI,26,23,10,12,0,2,878,78,3.16,800,.911,0,"1,481:26"
5,Scott Wedgewood,G,2021-2022,DAL,8,7,3,1,0,3,265,23,3.05,242,.913,1,452:16
6,Scott Wedgewood,G,2022-2023,DAL,13,11,6,4,0,3,388,35,3.03,353,.910,0,693:36
