,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Sam Montembeault,G,2018-2019,FLA,11,10,4,3,0,2,282,30,3.04,252,.894,0,591:24
1,Sam Montembeault,G,2019-2020,FLA,14,9,5,5,0,1,356,39,3.34,317,.890,0,700:45
2,Sam Montembeault,G,2021-2022,MTL,38,30,8,18,0,6,"1,124",122,3.77,"1,002",.891,1,"1,942:49"
3,Sam Montembeault,G,2022-2023,MTL,11,11,6,3,0,2,364,32,2.89,332,.912,0,664:26
