,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Jeremy Swayman,G,2020-2021,BOS,10,10,7,3,0,0,271,15,1.50,256,.945,2,601:43
1,Jeremy Swayman,G,2021-2022,BOS,41,39,23,14,0,3,"1,111",96,2.41,"1,015",.914,3,"2,390:14"
2,Jeremy Swayman,G,2022-2023,BOS,12,10,7,3,0,1,264,27,2.65,237,.898,0,611:08
