,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Thatcher Demko,G,2017-2018,VAN,1,1,1,0,0,0,30,4,3.91,26,.867,0,61:21
1,Thatcher Demko,G,2018-2019,VAN,9,8,4,3,0,1,288,25,2.81,263,.913,0,534:09
2,Thatcher Demko,G,2019-2020,VAN,27,25,13,10,0,2,822,78,3.06,744,.905,0,"1,529:03"
3,Thatcher Demko,G,2020-2021,VAN,35,35,16,18,0,1,"1,164",99,2.85,"1,065",.915,1,"2,086:48"
4,Thatcher Demko,G,2021-2022,VAN,64,61,33,22,0,7,"1,967",168,2.72,"1,799",.915,1,"3,700:39"
5,Thatcher Demko,G,2022-2023,VAN,15,15,3,10,0,2,479,56,3.93,423,.883,0,854:37
