,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Magnus Hellberg,G,2013-2014,NSH,1,0,0,0,--,0,4,1,4.92,3,.750,0,12:12
1,Magnus Hellberg,G,2015-2016,NYR,1,0,0,0,--,0,6,2,6.00,4,.667,0,20:00
2,Magnus Hellberg,G,2016-2017,NYR,2,1,1,0,--,0,28,2,1.53,26,.929,0,78:31
3,Magnus Hellberg,G,2021-2022,DET,1,1,1,0,0,0,23,3,3.00,20,.870,0,60:00
4,Magnus Hellberg,G,2022-2023,OTT,1,1,1,0,0,0,31,2,2.00,29,.935,0,60:00
5,Magnus Hellberg,G,2022-2023,DET,1,1,0,1,0,0,21,3,3.11,18,.857,0,57:55
