,Name,Position,Season,Team,Games Played,Games Started,Wins,Losses,Ties,Overtime Losses,Shots Against,Goals Against,Goals Against Average,Saves,Save Percentage,Shutouts,Minutes
0,Kaapo Kahkonen,G,2019-2020,MIN,5,5,3,1,0,1,172,15,2.96,157,.913,0,304:12
1,Kaapo Kahkonen,G,2020-2021,MIN,24,23,16,8,0,0,692,68,2.88,624,.902,2,"1,414:28"
2,Kaapo Kahkonen,G,2021-2022,MIN,25,23,12,8,0,3,734,66,2.87,668,.910,0,"1,380:58"
3,Kaapo Kahkonen,G,2021-2022,SJS,11,10,2,6,0,1,322,27,2.86,295,.916,0,565:59
4,Kaapo Kahkonen,G,2022-2023,SJS,13,13,3,7,0,2,375,48,3.83,327,.872,1,752:55
