,Name,Position,Season,Team,Games Played,Goals,Assists,Points,Plus / Minus,Penalty Minutes,Power Play Goals,Power Play Points,Shorthanded Goals,Shorthanded Points,Game Winning Goals,Overtime Goals,Shots,Shooting Percentage,Face-Off Win Percentage
0,Ross Colton,C,2020-2021,TBL,30,9,3,12,3,16,0,0,0,0,4,0,46,19.6,48.56
1,Ross Colton,C,2021-2022,TBL,79,22,17,39,4,24,1,5,0,0,4,0,159,13.8,52.15
2,Ross Colton,C,2022-2023,TBL,31,8,7,15,-4,18,2,5,0,0,1,0,51,15.7,53.64
